Region,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Bolivar,0.140046282,0.153487256,0.035553545,0.26535085,0.099723359,0.224160767,0.054631057,0.052029578,0.167795391,0.127906047,0.063736234,0.210286213,0.106660636,0.062001914
Bolu,0.013108882,0.045757419,0.048230793,0.063318375,0.017560955,0.044026057,0.056392927,0.046994106,0.084589391,0.045262744,0.098440285,0.035616586,0.034132561,0.034627236
Bomi,0.385185194,0.380240583,0.08554177,0.130043268,0.384690733,0.945409616,0.317444024,0.357989834,2.540541113,0.239813632,1.033423691,2.028279417,4.200447013,2.784804894
Bong,0.336951477,1.314183851,0.302963963,0.085760607,0.307105811,0.863209748,0.750527132,0.663304697,0.936788451,0.252774517,0.476434283,0.947873984,4.280721219,1.934730063
Boquer‹”n,0.520136307,0.546079398,0.560013896,0.5342549,1.304688219,0.633354107,2.42863863,2.122731074,2.223472966,2.486982261,3.178368456,3.221403965,2.072459256,2.417791246
Bordj Bou Arr‹_ridj,0.020280541,0.29406784,0.050701352,0.081122163,0,0.689538384,0.131823515,0.486732977,5.526447346,0.912624332,0.943045143,1.034307577,0.01014027,0.01014027
Borgo Maggiore,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borgou,1.009087095,0.55234241,1.667649199,0,2.262479486,0.021243939,2.889175682,0,6.309449835,0.010621969,0.063731817,1.46583178,0.159329541,0.414256807
Bornholm,0.460579716,0.08010082,1.101386278,0.273677802,0.493955058,0.680856972,0.554030673,0.740932587,0.72758245,0.774307929,1.66209202,1.228212577,0.493955058,0.373803828
Borno,52.91005291,0,0,0,0,0,0,0,0,0,0,0,0,0
Borski,0.085162805,0.018861561,0.026291873,0.08401968,0.026863435,0.058870932,0.036008434,0.156036548,0.062871869,0.072016868,0.045724996,0.136031863,0.073731556,0.05144062
Borsod-AbaÎàj-Zempl‹_n,0.168462807,0.274399229,0.160497662,0.302277235,0.418966602,0.194747784,0.357634989,0.208686787,0.377149593,0.265239313,0.148948203,0.39626594,0.209881558,0.277983544
Botosani,0.302991029,0.149116004,0.044417533,0.155461366,0.050762895,0.028554128,0.063453619,0.085662385,0.038072171,0.058694597,0.058694597,0.065039959,0.155461366,0.471143119
Boueni,0.082538896,0,0,0,0.082538896,0,0,0,0,0.082538896,0,0.412694482,0.907927861,1.815855722
Bouenza,0.165251722,0.287631535,0.065788893,0.13859319,0.121756222,0.109752087,0.153559383,0.116143899,0.046301662,0.181309201,0.15090912,0.505420833,0.359188649,0.424821644
Bougouriba,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bouira,0.179062251,0.109116059,0.089531125,0.304965396,0.439262084,1.130330459,0.20424288,0.786195196,0.534388905,0.184657946,0.095126821,1.253435757,0.193051489,0.237817052
Boujdour,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boulgou,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boulkiemd‹_,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boumerd‹_s,0.230344035,0.159468947,0.063787579,0.276412842,0.209081508,0.446513052,0.414619263,1.194245226,0.545738175,0.28350035,0.425250526,0.524475648,0.198450245,0.304762877
Bourgogne,0.090624688,0.092872426,0.095324503,0.579303248,0.131288302,0.193509762,0.343597323,1.236562119,0.152846148,0.369957154,0.282499732,0.197903067,0.107584889,0.165515214
Boyac‹Å,0.16789599,0.125822006,0.088787303,0.2412455,0.149098678,0.201251219,0.194132238,0.125102109,0.165896276,0.167736012,0.145419204,0.209170087,0.048952999,0.064710746
Braga,0.638187604,1.228511138,0.338593979,1.300307243,0.756075036,1.621173788,1.165578749,1.390717154,1.475808834,2.257588649,1.479354321,3.552577662,2.414476435,2.243406702
Bragan‹öa,0.451824161,0.744427444,0.058660324,1.914142236,0.773757606,0.896664951,0.794009384,0.941358531,1.072645923,0.507691137,0.519562869,1.280750405,2.520997253,1.044014098
Braila,0.095285284,0.17242099,0.095285284,0.140659229,0.113434862,0.058986128,0.245019302,0.104360073,0.190570568,0.349379375,0.154271412,0.362991559,0.199645357,0.145196623
Brakna,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandenburg,0.230910895,0.245992529,0.043370349,0.324042115,0.511156626,0.264226821,0.335800677,0.304529719,0.218215056,0.251190154,0.445717671,0.280756973,0.233467104,0.154480241
Branicevski,0.058459391,0.009464854,0.017259439,0.023383757,0.020599976,0.015589171,0.027281049,0.036745903,0.059016147,0.027281049,0.025610781,0.035075635,0.015589171,0.041199952
Brasov,0.143398172,0.134862567,0.063590261,0.259055627,0.154067679,0.168151428,0.191624343,0.323926228,0.205708092,0.142971392,0.220218622,0.226620326,0.183088738,0.163456845
Brava,0.557227237,1.671681712,1.95029533,0,0,0.835840856,0,0,0.278613619,0,0,0.278613619,0.835840856,0
Brcko,0.011356203,0.03406861,0.017034305,0.090849626,0.017034305,0.011356203,0.011356203,0.022712406,0.017034305,0.039746711,0.045424813,0.119240134,0.056781016,0.051102914
Bremen,0.020846058,0,0,0.020846058,0.020846058,0.041692116,0.062538174,0,0,0.062538174,0.020846058,0.020846058,0.041692116,0
Brest,0.211577903,0.218904629,0.307423441,0.384354064,0.35474811,0.416651468,0.431379683,0.297704315,0.279312737,0.364841049,0.29755479,0.383531676,0.207839778,0.213446966
Bretagne,0.566361617,0.100858918,0.007360513,0.186598945,0.080368842,0.263188064,0.183614954,0.34813236,0.170087525,0.491761826,0.219024988,0.5128487,0.212261273,0.334803864
Briceni,0.053475764,0.117646681,0.021390306,0.064170917,0.021390306,0.032085459,0.064170917,0.064170917,0.021390306,0.096256376,0.096256376,0.22459821,0.181817598,0.128341834
British Columbia,0.311138208,0.391773857,0.449892348,0.786443076,0.555696509,0.745053997,0.661020093,0.509959926,0.532688359,0.648223075,0.456944769,0.676902918,0.39064309,0.509666819
Brodsko-Posavska,0.193103987,0.290241145,0.105329448,0.270345582,0.159164499,0.139268936,0.234065439,0.152142536,0.176719407,0.220021513,0.101818466,0.36748274,0.229384131,0.139268936
Brokopondo,0.098723891,0.117755002,0.320300403,0.25539072,0.100932859,0.140354447,0.128120161,0.302968498,0.313163737,0.315882467,0.308915721,0.822755731,0.3993135,0.478836359
Brong Ahafo,0.71085916,0.37876862,0.137198653,0.085830954,0.366335673,0.571806471,0.283994669,0.731362615,0.20688859,0.172861578,0.525019331,0.455874699,0.831153369,0.985801772
Brunei and Muara,1.163335774,0.957435637,0.775557183,0.971162313,0.88193892,0.943708962,1.012342341,0.929982286,1.40698427,0.844190562,1.492775994,1.238832491,0.394641929,1.04665903
Bruxelles,0.027629652,0,0,0.055259304,0.027629652,0.303926174,0.138148261,0.082888956,0.138148261,0.303926174,0.110518609,0.055259304,0.055259304,0.027629652
Bryansk,0.163154778,0.167233647,0.360848369,0.336638305,0.445254651,0.43755743,0.54564747,0.458478083,0.393610901,0.378808552,0.487227533,0.450122979,0.314928194,0.246640025
Buada,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bubanza,0.240046214,0.08175487,0.231348888,0.114804711,0.220912096,0.050444494,0.285272312,0.3009275,0.102628454,0.269617125,0.318322154,0.151333483,0.149594017,0.13741776
Bucharest,0.044833183,0.220717207,0.03793577,0.15174308,0.034487064,0.055179302,0.051730595,0.055179302,0.055179302,0.086217659,0.065525421,0.086217659,0.096563778,0.082768953
Budapest,0.08586246,0.1431041,0.12879369,0.12879369,0.07155205,0.10017287,0.12879369,0.02862082,0.228966559,0.18603533,0.07155205,0.1431041,0.18603533,0.07155205
Budva,0.122438318,0,0.05441703,0.244876637,0.013604258,0.095229803,0.408127728,0.557774561,0.190459606,0.108834061,0.122438318,0.299293667,0.040812773,0.068021288
Buenos Aires,0.930330056,0.298237507,0.412213624,0.60288617,0.502207266,0.646577015,0.455667018,0.478462242,0.664385783,0.35000166,0.665810484,0.774562696,0.291113999,0.394879756
Bugiri,1.901269933,0.319759034,0.446510363,0.244860522,1.253109729,0.409061107,1.690977956,0.239099098,1.094670568,3.442450864,0.048972104,0.213172689,0.233337674,0.112347769
Bujumbura Mairie,1.073998496,0,3.221995489,0.715998998,1.431997995,0.357999499,1.431997995,1.431997995,0.715998998,0.715998998,1.789997494,1.431997995,2.147996993,2.147996993
Bujumbura Rural,0.277990297,0.091339669,0.575837044,0.057583704,0.277990297,0.061554994,0.4944256,0.46662657,0.131052569,0.315717552,0.321674486,0.127081279,0.583779624,0.4547127
Bukhoro,0,0,0,0,0,0,0,0,0,0,0,0.494278724,0,0
Bukidnon,0.094954081,0.1056845,0.040897067,0.149011096,0.154275075,0.189705702,0.263603868,0.100420521,0.192135231,0.552920248,0.139292981,0.200638581,0.144354499,0.213393607
Bulacan,0.236614139,0.200397689,0.142451369,0.162571619,0.246271859,0.251905529,0.333191338,0.109454159,0.312266278,0.461156127,0.08209062,0.300998938,0.128769599,0.100601249
Bulawayo,2.326122354,1.395673412,0.465224471,1.860897883,0.465224471,0.930448942,0.465224471,3.721795766,0.930448942,1.395673412,6.04791812,0.465224471,0,0
Bulgan,0.024236876,0.00250063,0.311232259,0.143497692,0.018081479,0.046934902,0.231981523,0.122915583,1.021218827,0.070402353,0.062131038,0.329890806,0.012310794,0.008271315
Bumthang,0.013082788,0.016525627,0.004819975,0.030296983,0.031674119,0.041314068,0.024788441,0.024099873,0.068856781,0.032362687,0.02203417,0.022722738,0.003442839,0.001377136
Bundibugyo,0.170274846,0.040122234,0.179082166,0.161467526,0.240733403,0.111559382,0.255412269,0.108623609,0.158531753,0.105687836,0.257369451,0.156574571,1.063728493,0.343485465
Bur Sa`id,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burdur,0.670549044,0.414521227,0.440428804,0.473956256,0.490719982,0.912861085,0.493767932,0.716268297,0.769607426,0.505959733,0.819898604,0.655309293,0.594350289,0.682740845
Burgas,0.146233406,0.216198526,0.075953127,0.106208314,0.059249742,0.059880058,0.076268285,0.097383884,0.069019646,0.02804908,0.053892053,0.480931416,0.050110154,0.049794996
Burgenland,0.260656972,0.448392053,0.223420262,0.352197218,0.737752322,0.332027333,0.323493921,0.355300277,0.245141676,0.331251568,0.248244735,0.311857449,0.212559554,0.38322781
Buri Ram,0.063221391,0.040742674,0.087105028,0.14611166,0.036527915,0.147516579,0.07024599,0.102559146,0.137682141,0.450979257,0.165780537,0.147516579,0.293628239,0.147516579
Bursa,0.21059158,0.167195338,0.088389892,0.35196216,0.170123918,0.227630595,0.284604802,0.298981472,0.212721457,0.175448611,0.288065852,0.288065852,0.193818799,0.229228003
Bururi,0.378834252,0.245128045,0.449865674,0.143455617,0.181060488,0.09331579,0.618391205,0.6392828,0.360728203,1.146252166,0.26601964,0.235378634,0.25209191,0.821736061
Buryat,0.337952694,0.165939511,1.690332877,1.677131804,0.233456747,0.351978425,0.310653897,0.796815956,0.43670876,0.286326487,0.47269919,0.251180349,0.089979348,0.258451738
Busan,0.037845803,0.275242205,0.175466905,0.28212326,0.220193764,0.306206953,0.185788488,0.653700236,0.498876496,0.46447122,0.258039567,0.30964748,0.313088008,0.292444842
Bushehr,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushenyi,0.109139441,0.053970053,0.029583585,0.087951198,0.113137222,0.082754081,0.086352085,0.080355412,0.181899068,0.08515275,0.043575821,0.085952307,0.468540017,0.295835847
Busia,0.964457245,0.10020335,0.131516897,0.081415222,0.219194829,0.219194829,0.219194829,0.175355863,0.626270939,0.250508375,0.062627094,0.175355863,0.319398179,0.331923597
Buskerud,0.373098908,0.374016579,0.223649591,0.48439932,0.449134525,0.531593841,0.47771343,0.608022746,0.283429318,0.547063156,0.542212608,0.39472973,0.427241511,0.389748086
Butare,0.960633915,0.320211305,0.579842093,0.129815394,0.553879014,1.099103668,0.372137462,0.761583644,0.501952856,1.090449308,0.250976428,0.579842093,0.527915935,0.657731329
Butha-Buthe,0,0,0,0,0,0,0,0,0,0.300892145,0,0.150446073,0.150446073,0.752230363
Buzau,0.055880842,0.188098907,0.055880842,0.284892509,0.154670189,0.132717001,0.099787219,0.175126569,0.12772764,0.134712745,0.114755302,0.149181892,0.142196787,0.190094652
Byumba,0.557040998,0.339223685,0.357077563,0.242812743,0.178538781,0.085698615,0.471342383,0.321369807,0.085698615,0.503479364,0.242812743,0.332082134,0.299945153,0.178538781
C?brayil,0,0,0,0.44929685,0,0.44929685,0.673945276,0,0,0,0,0,0,0
C?lilabad,0.029874088,0.298740882,0.082153743,0.156838963,0.059748176,0.03734261,0.07468522,0.993313432,0.07468522,0.067216698,0,0.664698462,0.022405566,0.216587139
CaaguazÎà,0.967398055,1.426846471,2.761242956,2.81499702,1.48340205,0.537015355,1.326517225,0.905064352,0.401667174,0.74152593,1.71960476,2.120396461,0.833100443,0.928001754
Ca‹•ar,0.582481254,0.090000194,0.044640096,0.411120885,0.160560346,0.259920559,0.306000659,0.167040359,0.506881091,0.192240414,0.127440274,0.308880665,0.097200209,0.067680146
Caazap‹Å,0.34263992,0.689721469,1.25761541,1.621617449,0.917513564,0.480753419,0.435702614,0.702411836,0.309221953,0.42555032,0.712775636,1.02136307,0.684010803,0.460025819
Caba‹•as,1.829660307,0.629821781,1.125082232,0.551327672,0.84287722,0.444799952,0.383126009,0.560672209,0.829794869,0.345747862,0.259778123,0.297156271,0.185021829,0.173808385
Cabinda,0.217518216,0.334299859,0.09147344,0.09362381,0.209909214,0.2097438,0.197999471,0.153999588,0.323713421,0.286991714,0.651231342,0.189894229,0.57729169,1.480281759
Cabo Delgado,0.229904925,0.457627286,0.34303041,0.316202038,0.218550687,0.427194005,0.197730497,0.984998531,0.763235305,0.437273037,0.436169493,0.419052305,0.840115512,0.489286727
Cabo Rojo,0.426057688,0.383451919,0.340846151,0.19172596,0.149120191,0.404754804,0.213028844,0.234331729,0.085211538,0.063908653,0.085211538,0.085211538,0.19172596,0.468663457
Cacheu,0.191930519,0.904698131,0.021325613,0.225559371,0.210795485,0.112369577,0.410928163,0.166503826,0.854664961,0.515095581,0.350232187,0.653712067,3.549074173,1.688824526
Cagayan,0.097129989,0.188747709,0.317810846,0.322942959,0.356396732,0.54856585,0.737693716,0.310397794,0.493253077,0.628398718,0.357917358,0.384148158,0.31191842,0.17449184
Caguas,0.722824181,0.426584762,0.521381376,0.308088995,0.331788149,0.308088995,0.272540265,0.189593228,0.177743651,0.094796614,0.106646191,0.142194921,0.094796614,0.094796614
Cahul,0.03381581,0.146535176,0.03381581,0.06763162,0.011271937,0.03381581,0.056359683,0.022543873,0.090175493,0.03381581,0.011271937,1.217369153,0.022543873,0.011271937
C‹”rdoba,0.898730607,0.355450614,0.75699395,1.096440511,0.811560325,0.919123403,0.909335303,1.048894071,0.896871627,0.695361022,0.636431026,0.623765179,0.359569788,0.491629107
Cajamarca,0.178019761,0.183430165,0.133340291,0.122606747,0.236225241,0.211180304,0.172260298,0.185873574,0.185699044,0.252020132,0.143113925,0.296961395,0.285791527,0.132903968
Calabria,0.258649287,0.213005295,0.032517615,0.174073655,0.071150928,0.166167996,0.377234167,0.321894556,0.239556375,0.222700914,0.213154458,0.347252329,0.318911289,0.168852937
Calarasi,0.035958259,0.095888691,0.019831974,0.074707264,0.060845374,0.074272753,0.112060897,0.116155176,0.067295888,0.118945922,0.099548459,0.169681014,0.174690235,0.187202672
Caldas,0.358942148,0.328597203,0.156083671,0.52944386,0.321723486,0.427008712,0.281487093,0.266566098,0.388951791,0.29137854,0.471436395,0.355589116,0.217276518,0.283834216
California,0.530309465,0.696682655,0.622680315,0.677531857,0.479277922,0.874332973,1.389951693,2.178304188,1.160446907,0.362290423,0.333620104,0.620231858,0.52852138,0.906894409
Callao,0.064128873,0,0,0.064128873,0.128257747,0,0.256515494,0.064128873,0.19238662,0.128257747,0.128257747,0.064128873,0,0
Camarines Norte,0.18748635,0.067001392,0.074641901,0.158687506,0.146345145,0.295041215,0.226864361,0.387902793,0.294453484,0.343235199,0.056422224,0.32795418,0.132239589,0.136353709
Camarines Sur,0.148528907,0.058607151,0.081015768,0.121236362,0.186738472,0.308836703,0.351642906,0.137037309,0.218340367,0.469431788,0.079866608,0.245632913,0.111181213,0.13186609
Camiguin,0.028651475,0.109830655,0.019100984,0.033426721,0.076403934,0.047752459,0.038201967,0.038201967,0.052527705,0.176684098,0.057302951,0.033426721,0.019100984,0.019100984
Campania,0.133033471,0.117358209,0.054657163,0.299892507,0.13055843,0.134064738,0.12519584,0.172840386,0.169540331,0.147058705,0.149946253,0.278648402,0.102920468,0.097351625
Campeche,0.489625683,0.507254735,0.850552746,0.599736439,0.757134023,0.536803555,0.821614079,0.693787106,1.198187199,0.450227257,0.355174196,0.721156809,0.93161588,0.462147024
Camuy,0.120792329,0.155304423,0.310608845,0.103536282,0.086280235,0.310608845,0.22432861,0.120792329,0.17256047,0.069024188,0.155304423,0.138048376,0.051768141,0.069024188
Can‹”vanas,0.085539833,0.034215933,0.0513239,0.188187633,0.119755767,0.1539717,0.376375267,0.171079667,0.136863733,0.034215933,0.1026478,0.085539833,0.171079667,0.017107967
Canaries,0,0,0.045996256,0.045996256,0.091992512,0,0,0.045996256,0.045996256,0.045996256,0.045996256,0,0.045996256,0.091992512
Canelones,0.754171985,0.586578211,1.273712686,1.01813218,0.865202861,1.489489671,0.934335293,0.980423581,0.965759125,0.287004339,0.714368464,0.69132432,0.791880584,0.733222763
Canillo,0.033947212,0,0,0.305524909,0.033947212,0,0,0,0,0,0,0.101841636,0.067894424,0
CanindeyÎà,2.019243605,1.845556976,2.503436046,3.584198362,2.235942252,0.63166222,2.961821276,1.36327618,0.598071882,1.150537369,2.046552823,2.139131073,1.80418351,1.230416833
Cankuzo,0.159060116,0.167322979,0.074365768,0.024788589,0.080562916,0.047511463,0.190045853,0.233425884,0.080562916,0.22103159,0.022722874,0.192111568,0.144600105,0.113614368
Cantabria,0.436630694,0.458703652,0.113123908,0.591486288,0.413867956,0.442148933,0.485949959,0.300054268,0.5738969,0.724958704,0.214866447,0.38213808,1.052259279,0.781175768
Cantemir,0,0,0,0.018765229,0,0.009382615,0,0,0.009382615,0,0.009382615,1.088383291,0.009382615,0.009382615
Canterbury,0.420220604,0.46678822,0.3881098,0.462478978,0.442461853,0.597594567,0.691007814,0.446632088,0.547412748,0.436623525,0.559228412,0.567568881,0.918563596,0.404651729
Capital,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capiz,0.191307225,0.105031418,0.078773563,0.163173809,0.132227052,0.301965325,0.332912082,0.345103229,0.282271935,0.21850286,0.100342515,0.541099356,0.415436768,0.545788259
Caprivi,0.901535428,0.619805606,1.352303141,0.845189463,1.295957177,0.281729821,0.732497535,0.901535428,2.760952247,1.014227356,0.338075785,0.225383857,0.056345964,0.169037893
Caquet‹Å,0.20396925,0.333433497,0.126792703,0.379123106,0.427049356,0.164343424,0.676484551,0.633677724,0.340155846,0.273640623,0.354830698,0.314198383,0.38686437,0.436741468
Carabobo,0.229229618,0.131951503,0.069346775,0.1396567,0.244640012,0.184924733,0.222005995,0.189258907,0.212856073,0.091499217,0.11076221,0.078496697,0.095833391,0.080422996
Caras-Severin,0.266953254,0.017131697,0.035581217,0.074739381,0.069468089,0.075304162,0.071350693,0.115968409,0.078504589,0.086223265,0.046876841,0.115027107,0.100719317,0.125193169
Carazo,0.516420588,0.096648546,0.108188671,0.396691792,0.126941374,0.793383585,0.21349231,0.262537841,0.444294807,0.336106137,0.075010812,0.451507386,0.167331811,0.291388153
Carchi,0.45979865,0.099355716,0.03029681,0.203166845,0.080197439,0.159503795,0.171533411,0.078415274,0.293166194,0.148365262,0.084652852,0.955240606,0.049455087,0.063266869
Carlow,1.661696962,0.381574858,0.646215485,0.917010546,0.264640627,0.129243097,2.006345221,0.0184633,1.126261274,0.516972388,0.621597752,0.455428056,0.375420425,0.375420425
Carolina,0.276217478,0.05918946,0.138108739,0.157838559,0.098649099,0.295947298,0.276217478,0.276217478,0.078919279,0.01972982,0.03945964,0.01972982,0.078919279,0.138108739
Carriacou,0,0.046975483,0.14092645,0,0.046975483,0.093950967,0,0.422779351,0.046975483,0.187901934,0,0,0.234877417,2.677602559
Cartago,0.110123187,0.135768313,0.122191482,0.07806678,0.169333257,0.130865568,0.129734166,0.25041711,0.26738815,0.112008858,0.125962824,0.110123187,0.04035336,0.063358546
Casanare,0.372994582,0.297542993,0.270673899,0.585964375,0.429409764,0.604405893,0.621062748,0.565837341,0.761257947,0.300219987,0.432780794,0.489691717,0.266608833,0.326989934
Castelo Branco,1.165454649,1.6213186,1.727311658,7.187361163,1.953836646,1.740912537,1.958057609,1.510166587,1.182807494,1.497034703,1.423402357,1.134031928,1.462329012,1.592709854
Castilla y Le‹”n,0.343494768,0.350387815,0.190953203,0.865209017,0.387483987,0.740871067,0.482986898,0.323657524,0.730347331,0.445469777,0.414740465,0.534605827,0.690514987,0.387220894
Castilla-La Mancha,0.199646933,0.151371261,0.32370308,0.315356795,0.955744487,0.451742681,0.46796103,0.129651951,0.389714607,0.458761148,0.10309559,0.256932799,0.369797336,0.317063989
Castries,0.053387433,0.013346858,0.080081149,0.053387433,0.093428007,0.053387433,0.133468581,0.093428007,0.226896589,0.320324596,0.173509156,0.200202872,0.053387433,0.013346858
Cat Island,0.071203912,0.106805868,0.150319369,0.181965552,2.389286818,0.359975332,0.118673186,0.328329149,0.557763976,0.166142461,0.759508392,0.450958108,1.886903662,0.118673186
Cata‹•o,0,0,0,0,0,0,0,0,0.43618599,0,0,0,0,0
Catalu‹•a,0.070585791,0.102815212,0.095429303,0.509711661,0.266480244,0.248351194,0.134792842,0.183304836,0.132190987,0.218975419,0.134037465,0.614709073,0.138737588,0.1965659
Catamarca,0.507715719,0.429005806,1.448556643,0.927305761,0.715892405,0.6579266,0.570389407,0.81137415,0.264818399,0.483734942,0.719864681,0.298656306,0.217003966,0.045607613
Catanduanes,0.195159075,0.034439837,0.076532971,1.066104282,0.126279402,0.128575391,0.220414956,0.073471652,0.161484568,0.179852481,0.058165058,0.10331951,0.124748742,0.146943304
Cauca,0.265724663,0.147849979,0.109219845,0.274928346,0.225532436,0.195937109,0.170310342,0.269439911,0.300766206,0.141390514,0.262980446,0.396687152,0.120492245,0.122856494
Causeni,0.053628447,0.021451379,0.032177068,0.075079826,0.021451379,0.064354137,0.053628447,0.021451379,0.064354137,0.053628447,0.139433962,4.987445581,0.032177068,0.053628447
Cavan,0.842224903,0.693346764,0.080819561,0.37857584,0.021268306,0.587005235,2.216157447,0.501932013,0.216936717,0.421112451,0.306263601,0.506185674,0.365814857,0.272234312
Cavite,0.1458373,0.115026603,0.141729207,0.123242789,0.250593671,0.184864183,0.219782974,0.084215906,0.283458414,0.277296275,0.004108093,0.162269672,0.055459255,0.131458975
Cayenne,0.032220136,0.026821872,0.018615541,0.048390723,0.034737713,0.026846079,0.044565944,0.061341717,0.028056452,0.052118673,0.040135977,0.122538189,0.035100825,0.038538285
Cayey,0.051772161,0.082835458,0.072481026,0.09318989,0.082835458,0.09318989,0.155316483,0.062126593,0.062126593,0.072481026,0.103544322,0.09318989,0.010354432,0.020708864
Cayman Brac,0.708165144,0,0,0.221301608,0,0,0.309822251,0.221301608,0.044260322,0.88520643,0,0.132780965,0,0.044260322
Cayo,0.64906655,0.849995649,0.344973279,0.290595155,0.466263493,0.325497426,1.198247042,0.5052152,0.515049541,0.484389535,3.263265963,0.72446317,1.17144364,1.063073052
Cear‹Å,0.452510749,0.613153571,0.383400868,0.508735737,0.222122169,0.452075675,0.763019937,0.507631317,0.133534346,1.266869454,0.229618834,1.072424705,0.782430944,0.670616847
Cebu,0.13924927,0.151010188,0.083737736,0.138778833,0.244627095,0.208403468,0.296845571,0.164182416,0.733881285,0.459616677,0.219223512,0.280850723,0.097850838,0.100673458
Ceiba,0.438343812,0.125241089,0.146114604,0.166988119,0.104367574,0.438343812,0.417470297,0.292229208,0.187861634,0.146114604,0.104367574,0.083494059,0.375723267,0.04174703
Central,0.454284953,0.311402409,0.189907325,0.154907802,0.239611545,0.173690694,0.258030111,0.316969769,0.258018037,0.196473701,0.206184315,0.246473758,0.313803936,0.333332569
Central Abaco,0.073632348,0.294529393,0.119652566,0.432590045,0.046020218,0.15646874,0.31293748,0.285325349,0.092040435,0.211693001,0.055224261,0.036816174,0.285325349,1.297770136
Central and Western,0,0,0,0,0,0,0,0.159746961,0,0,0,0,0,0
Central Andros,0.028574177,0.009524726,0.009524726,0.038098903,0,0.009524726,0.019049451,0.876274765,0.06667308,0.009524726,0.114296709,0.409563206,0.038098903,0
Central Eleuthera,0.064927757,0.562707228,0.346281371,1.147057041,3.700882152,0.605992399,0.281353614,0.779133085,2.099330811,0.541064642,0.194783271,0.086570343,0.627634985,0.367923957
Centre,0.243041128,0.156752277,0.219231377,0.308184625,0.3074287,0.170203063,0.385640832,0.442007604,0.546307372,0.226877498,0.27663278,0.284907076,0.26491,0.347915158
Centro Sur,0.153503587,0.109696576,0.11327753,0.008833021,0.021246997,0.019337155,0.062666705,0.099311807,0.098118156,0.17188582,0.224167758,0.120320074,0.206979175,0.396889134
Cerro Largo,0.07344695,0.083132262,0.129137495,0.100081558,0.129137495,0.41646842,0.493950917,0.939475274,1.084754956,0.606946225,1.566599233,1.395492052,1.038749723,1.112196673
Cesar,0.504887648,0.469279323,0.891342706,0.437162011,0.427649002,0.44981693,1.006458835,0.368214518,0.571653258,0.371618255,0.333566222,0.453133392,0.25196381,0.303630792
Cetinje,0.102956101,0.069495368,0.102956101,0.293424889,0.028312928,0.018017318,0.249668546,0.159581957,0.19304269,0.048904148,0.167303665,0.175025372,0.550815142,0.043756343
Ceuta y Melilla,0,0,0,0,0.208437552,0,0,0,0,0.625312656,0,0.208437552,0,0.416875104
Chachoengsao,0.171304472,0.179193494,0.192717531,0.344862951,0.131859364,0.316687873,0.306544845,0.164542454,0.378673044,0.353878976,0.306544845,0.341481941,0.142002392,0.520675436
Chaco,0.380715714,0.094202885,0.373678145,0.986432554,0.908114468,0.554024222,0.861616246,0.828757502,0.629527282,0.361798059,1.692954189,1.637407665,0.700606726,0.380665445
Chagang-do,0.147332695,0.088758757,0.09970396,0.141347037,0.199749957,0.169650648,0.476971429,0.490481915,0.309030969,0.444905405,0.039932889,0.250713559,0.066184275,0.306807725
Chaguanas,2.970521938,0.349473169,0.174736585,0.174736585,1.572629261,1.922102431,0.524209754,0.698946338,0.174736585,0.873682923,0,0,0,0.174736585
Chahar Mahall and Bakhtiari,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chai Nat,0.16460822,0.189932561,0.189932561,0.202594732,0.278567757,0.278567757,0.32921644,0.50648683,0.392527293,0.873689782,0.481162489,0.759730245,0.063310854,0.050648683
Chaiyaphum,0.006927328,0.006597456,0.012205293,0.017483257,0.021771604,0.022101476,0.01781313,0.015174148,0.025400204,0.042883462,0.032987278,0.068943411,0.040904225,0.015833893
Chalan-Pago-Ordot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chalatenango,2.653250689,0.229678183,0.934301751,0.11328019,1.097466795,0.164204312,0.134065546,0.368940068,0.504044882,0.215128434,0.149654563,0.167322116,0.111201654,0.119515797
Champagne-Ardenne,0.091806067,0.088247692,0.134648898,0.454190943,0.231721359,0.360249852,0.252217597,0.577168372,0.185462488,0.496179765,0.309436262,0.189447868,0.104331545,0.145608692
Champasak,0.312797278,0.385084533,0.286050994,0.378681947,0.270560868,0.65110163,0.558677212,0.610724035,0.579020911,0.586146369,0.636231109,0.390351176,0.357718644,0.285431389
Chandigarh,0,0,0,0.142446084,0.142446084,0.712230421,0.427338252,0.284892168,0,0,0,0,0,0
Chanthaburi,0.059598528,0.113321144,0.229999951,0.315340566,0.216009687,0.44768847,0.57667871,0.243710411,0.744841691,0.56240864,0.657262635,0.474829583,0.546179933,0.707347782
