Region,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Saarland,0.160531113,0.050217425,0.075737756,0.124308708,0.149829038,0.203339409,0.192637335,0.337526955,0.052687134,0.543336074,0.101258086,0.083146884,0.077384229,0.056803317
Saatli,0.103744125,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabah,0.938434086,0.890232903,0.492352414,1.294623022,1.087646752,1.214217881,0.930832037,1.256672633,1.372693674,1.553691287,1.023029333,1.562700014,0.978659104,1.749054977
Sabana Grande,0.174271892,0.104563135,0.121990324,0.034854378,0.43567973,0.052281568,0.174271892,0.052281568,0.156844703,0.034854378,0.139417514,0.052281568,0.034854378,0.069708757
Sabha,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabirabad,0.186826974,0.143713057,0.043113917,0.014371306,0,0.014371306,0,0,0.057485223,0.057485223,0,0.014371306,0,0
Sabratah Surman,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacatep‹_quez,0.198116572,0.187956748,0.175256967,0.665468485,0.172717011,0.375913495,0.528310858,0.365753671,0.210816352,0.256535561,0.093978374,0.761986815,0.271775297,0.388613275
Sachsen,0.107014272,0.12957037,0.026287182,0.20961908,0.183501493,0.275591429,0.470286173,0.279661702,0.236754236,0.315615784,0.402278688,0.171121078,0.157044716,0.170951483
Sachsen-Anhalt,0.160588745,0.067637132,0.030060947,0.293292006,0.55830299,0.36013806,0.743019601,0.390199008,0.22723703,0.377739536,0.325726186,0.203504703,0.183332225,0.156633357
Sada,0,0,0,0,0,0,0,0,0.208402801,0,0,0.208402801,0.416805602,2.29243081
Saga,0.137488238,0.065722399,0.083097287,0.156373985,0.183569461,0.157129415,0.25004729,0.12540136,0.094428735,0.12464593,0.154107695,0.135221948,0.081586427,0.052124662
Sagaing,0.12280614,0.138298607,0.161331946,0.181506653,0.227064035,0.225141852,0.359201799,0.27574291,0.431981892,0.278371537,0.35297524,0.44185567,0.336119173,0.367498401
Sahbuz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sai Kung,0.010817582,0.032452746,0,0.010817582,0.032452746,0.075723074,0.10817582,0.032452746,0.032452746,0.010817582,0.05408791,0.05408791,0,0.086540656
Saint Andrew,0.078764337,0.099282541,0.096073264,0.919661698,0.144046429,0.122269933,0.198802527,0.196938078,0.163245973,0.217931944,0.1217631,0.243153313,0.069357685,0.048746564
Saint Ann,0.128300345,0.346968759,0.103755931,0.345853104,0.44626207,0.312383449,0.267757242,0.239865863,0.561174553,0.255485035,0.295648621,0.595759863,0.16177,0.429527242
Saint Anne Sandy Point,0.152093568,0,0.456280704,0.152093568,0.152093568,0,0,0,0.152093568,0,0,0,0,0
Saint Catherine,0.109332539,0.29320999,0.137908088,0.452239137,0.695752518,0.56032926,0.14784741,0.32427037,0.413724265,0.526784049,0.327997616,0.20499851,0.171453299,0.426148417
Saint Croix,1.165486326,0.176292049,0.303614085,0.225262063,0.146910041,0.509288142,0.156704044,0.274232077,0.783520219,0.195880055,0.372172104,0.244850069,0.205674058,0.137116038
Saint David,0.0130163,0.03485514,0.114543575,1.126692305,0.105895608,0.036185328,0.213150028,0.093920426,0.132912077,0.350573561,0.059297107,0.117032204,0.043445858,0.058024168
Saint Elizabeth,0.151287519,0.265525033,0.301031287,0.500175061,1.844781476,0.222300027,0.154375019,0.209950026,0.427618802,0.378218796,0.149743768,0.452318805,0.233106279,0.123500015
Saint George,0.088883445,0.042439175,0.109988836,0.361462822,1.061626403,0.307716805,0.082061012,0.341862351,0.331307752,0.389379042,0.198174692,0.358218601,0.069564944,0.054133188
Saint George Basseterre,0.765415468,0.918498561,0,0.153083094,0.153083094,0.153083094,0,0.459249281,1.836997122,0.306166187,0,0,0,0
Saint George Gingerland,1.000786332,0.285938952,0.571877904,0.142969476,0.142969476,0.142969476,0,0,0.142969476,0,0.142969476,0.142969476,0,0
Saint George municipality,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint George's,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint James,0.349336852,0.448236614,0.047202159,0.374872333,0.285773999,0.118005399,0.980578899,0.252371491,0.653092626,0.269229405,0.515981591,2.083161421,0.042706716,0.026972663
Saint James Windward,0.20560373,0.051400932,0.051400932,0,0.051400932,0.051400932,0.102801865,0.154202797,0.154202797,0.102801865,0.051400932,0.051400932,0,0
Saint John,0.102818213,0.123524487,0.12727736,0.490284638,0.135254353,0.206067567,0.145188427,0.236617868,0.309666027,0.174804488,0.170195094,0.850744873,0.08217085,0.115606405
Saint John Capisterre,0.070135572,0,0.070135572,0.070135572,0,0,0,0,0,0,0,0,0.070135572,0
Saint John Figtree,0.592826796,0.098804466,0.790435728,0.098804466,0.098804466,0.098804466,0,0,0.098804466,0,0,0.197608932,0,0
Saint Joseph,0.060683023,0.021189853,0.046617676,0.128490551,0.107300699,0.021189853,0.138317928,0.094586787,0.072045499,0.124252581,0.081872876,1.237369521,0.021189853,0.008475941
Saint Lucy,0,1.350894968,0,0,0,0,0,0,2.701789936,0.675447484,0,2.026342452,0,0
Saint Luke,0,0,0,0.127336627,0,0,0.127336627,0.254673254,0,0,0,0.127336627,0,0
Saint Mark,0.217369197,0.085885197,0.085885197,0.714584753,0.042942599,0.021471299,0.107356497,0.107356497,0.19927357,0.128827796,0.085885197,0.156330971,0.070445774,0.064413898
Saint Mary,0.074949248,0.110277165,0.113285903,0.257961303,0.255214452,0.339283023,0.220596525,0.156228773,0.398427677,0.15326223,0.182614865,0.329327125,0.12497458,0.125152077
Saint Mary Cayon,0.357327902,0,0.714655804,0.178663951,0,0,0,0,0,0,0,0,0,0
Saint Michael,1.018018935,0,0,0,0,0,4.072075741,3.054056805,0,0,0,1.018018935,1.018018935,0
Saint Patrick,0.073998654,0.311742578,0.09360405,0.380690587,0.13359896,0.074347416,0.101642358,0.244543589,0.191586542,0.314664699,0.126541397,0.123993359,0.023700618,0.04260849
Saint Paul,0.08232505,0,0.037225002,0.023625135,0.052975092,0.045100047,0.060850137,0.084475273,0.045100047,0.052975092,0.045100047,0.09807514,0.037225002,0.066574959
Saint Paul Capisterre,0.550130656,0,0.275065328,0.825195984,0.275065328,0,0,0,0,0,0.275065328,0,0,0
Saint Paul Charlestown,0.568504832,0,0.568504832,0,0,0,0,0.568504832,2.274019329,0.568504832,0,0,0,0
Saint Peter,0.305622209,0,0.098631084,0.031156336,0.150378865,0.051747781,0.52899679,0.16052579,0.253874428,0.446510639,0.518849866,1.589495953,0.088007117,0.051747781
Saint Peter Basseterre,1.049075764,0,0.209815153,0,0,0,0.209815153,0.209815153,0.209815153,0,0,0,0.209815153,0
Saint Philip,0.093342792,0.070007094,0,0.210021282,0.093342792,0.280028376,0.140014188,0.210021282,0.023335698,0.023335698,0.093342792,0.876326014,0.11667849,0.093342792
Saint Thomas,0.34499011,0.193776055,0.071342055,0.370170099,0.368760524,0.502722815,0.228316625,0.484949311,0.323627681,0.299261225,0.456196188,0.945807135,0.275346855,0.202444276
Saint Thomas Lowland,0.566183288,0.424637466,0.283091644,0.353864555,0.353864555,0.849274932,0.424637466,0.778502021,0.566183288,0.495410377,0.353864555,0.212318733,0.070772911,0.141545822
Saint Thomas Middle Island,0.053559569,0,0.107119138,0,0,0,0.053559569,0.053559569,0.053559569,0.053559569,0,0,0,0
Saint-Denis,0.022034432,0.139551401,0.014689621,0,0.091810132,0.25706837,0,0.011017216,0.088137727,0.080792916,0.143223806,0.235033939,0.18729267,0.370912934
Saint-Laurent-du-Maroni,0.042214465,0.034426368,0.027779202,0.069596821,0.034872819,0.035344073,0.036881851,0.066719689,0.042264071,0.02611741,0.026043001,0.116821464,0.037625936,0.049208871
Saint-Louis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint-Paul,0.0431577,0.431576998,0.066698263,0,0.192247935,0.498275261,0,0,0.160860517,0.321721035,0.325644462,0.710140333,1.68707372,0.615978079
Saint-Pierre,0.089837918,0.163094859,0.272052457,0.052833319,0.101761559,0.129674031,0.02844871,0.087592024,0.099061657,0.085532563,0.204537512,0.312770264,0.575109951,0.234911895
Saipan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saitama,0.103499511,0.121242284,0.050271191,0.076885351,0.096845971,0.064317553,0.145638597,0.128635106,0.071710375,0.155988548,0.05988186,0.126417259,0.038442675,0.025874878
Sakarya,0.131677188,0.085108426,0.060619681,0.227624894,0.091933158,0.144122288,0.13769901,0.088320065,0.102772439,0.107991352,0.120837907,0.236858356,0.106786988,0.122443726
Sakha,0.369310787,1.120994288,1.035389217,0.598705719,0.120771665,0.269726866,0.153654438,0.402728433,0.381434564,0.205502262,0.639773739,1.186017805,1.156637173,0.905767535
Sakhalin,0.073761189,0.156683094,0.190140307,0.346458874,0.082810962,0.062698596,0.093192049,0.184133541,0.076899289,0.077469853,0.079514372,0.172215102,0.110578388,0.019541802
Sakon Nakhon,0.12975008,0.118937573,0.151375093,0.46743298,0.133077005,0.449966623,0.44830316,0.202942432,0.703644663,1.056298726,0.848365906,1.413943176,0.223735714,0.320216543
Sal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sala ad-Din,0,0,0.452140887,0.452140887,0.226070444,0,0.226070444,0,1.582493105,0,0,0,0,0
Salaj,0.092162998,0.019481609,0.051701194,0.257007385,0.038213926,0.059194121,0.05619695,0.106399559,0.061441999,0.073430681,0.04495756,0.099655925,0.061441999,0.057695535
Salamat,1.362583458,14.98841804,1.362583458,4.087750375,2.725166916,12.26325112,5.450333833,1.362583458,8.175500749,4.087750375,1.362583458,1.362583458,0,0
Salcedo,0.312229011,0.445446723,0.203989621,0.661925504,0.353859546,0.532870846,0.345533439,0.557849167,0.249783209,0.320555118,0.349696493,0.445446723,0.104076337,0.141543818
Salima,0.382691135,0.038269114,0.165832825,0.229614681,1.913455675,0.114807341,0.255127423,0.484742104,0.127563712,0.102050969,0.153076454,0.306152908,0.357178393,0.038269114
Salinas,0.443274987,0.372350989,0.070923998,0.230502993,0.390081988,0.177309995,0.301426991,0.053192998,0.230502993,0.070923998,0.478736985,0.070923998,0.248233992,0.177309995
Salt Cay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salta,0.279536972,0.376043784,0.439560622,1.486160357,1.163348609,0.831811157,0.949450943,3.071762298,0.916880221,1.571425947,1.226328278,1.302357199,1.252059934,0.6630356
Salto,0.125897685,0.088936897,0.110882365,0.137447931,0.242555173,0.234470001,0.165168523,0.202129311,0.197509212,0.10972734,0.307236553,0.338422218,0.271430789,0.110882365
Salyan,0.292613534,0.1350524,0.045017467,0.090034934,0.022508733,0,0.045017467,0.022508733,0.045017467,0.045017467,0.045017467,0,0,0
Salzburg,0.092127309,0.253603196,1.008338458,0.415079084,0.439376396,0.326242036,0.559597473,0.549473592,0.23133066,0.316371253,0.400146361,0.280937673,0.197921856,0.137937866
Saman‹Å,0.256175716,0.26775428,0.354593506,0.713528972,0.703397729,0.399460439,0.415380964,0.761290547,0.351698865,0.464589858,0.439985411,0.539850521,0.477615742,0.405249721
Samangan,5.124826122,21.96354052,0,0,0,0,0,0,0,0,0,0,0,0
Samar,0.228512684,0.322277983,0.196971497,0.245248824,0.331075185,0.167146837,0.479125656,0.120586036,0.372486403,0.702488758,0.179591659,0.09419443,0.360899845,0.263916058
Samara,0.049497238,0.075010066,0.077008767,0.106166285,0.039033451,0.150020132,0.136029226,0.052201363,0.084063005,0.120157191,0.462993167,0.085238711,0.04808639,0.009523222
Samarkand,0.910777918,0.979086262,0.11384724,0.204925032,0.022769448,0.22769448,0.068308344,0.204925032,0.250463928,0.045538896,0.22769448,0.22769448,0.045538896,0
Samaxi,0.004738627,0.056863522,0.033170388,0.023693134,0.01421588,0.023693134,0.004738627,0,0.047386268,0.037909015,0.004738627,0.009477254,0.009477254,0.023693134
Samchi,0.024042709,0.021638439,0.011219931,0.040872606,0.072929552,0.049688266,0.03285837,0.061709621,0.064915316,0.16028473,0.028049828,0.036865488,0.006411389,0.020837015
Samdrup Jongkhar,0.040226811,0.021621911,0.013073714,0.073916765,0.031678614,0.035701295,0.03821547,0.042238151,0.066374238,0.027153097,0.061345887,0.058328876,0.030672943,0.072911095
Samegrelo-Zemo Svaneti,0.00990615,0.011707268,0.005703541,0.014408946,0.019211927,0.011407082,0.017410809,0.011106895,0.009605964,0.032720314,0.006303914,0.011106895,0.012908014,0.003602236
Samsun,0.1109185,0.163429283,0.029765471,0.118781077,0.083680286,0.067112713,0.045490625,0.088173187,0.057284491,0.048579495,0.071324807,0.063181424,0.02527257,0.02527257
Samtskhe-Javakheti,0.073666037,0.08138909,0.002376324,0.691510221,0.035050776,0.030298128,0.30119904,0.200205279,0.076042361,0.099211518,0.120004351,0.027327724,0.013069781,0.015446105
Samut Prakan,0.222734866,0.159096333,0.222734866,0.604566065,0.222734866,0.477288998,0.190915599,0.127277066,0.731843131,0.954577997,0.159096333,0.350011932,0.0954578,0.0954578
Samut Sakhon,0.168819338,0.162066565,0.270110941,0.600996844,0.249852621,0.877860559,0.405166412,0.202583206,0.614502391,0.796827277,0.216088753,0.486199694,0.060774962,0.128302697
Samut Songkhram,0.070796152,0.070796152,0.098025441,0.20149674,0.065350294,0.32675147,0.119808872,0.168821593,0.343089043,0.441114484,0.157929877,0.353980759,0.108917157,0.081687867
Samux,0.530841915,0.849347064,0,0.318505149,0,0.212336766,0.318505149,0,0,0,0,0.212336766,0,0
San Andr‹_s y Providencia,0.298220976,0,0.460886963,0,0,0.027110998,0.162665987,0,0,0,0,0,0,0.081332994
San Crist‹”bal,0.207276528,0.225599315,0.294309767,0.613813366,0.785589494,0.274841806,0.58747436,0.522199431,0.329810167,0.609232669,0.216437922,0.391649573,0.294309767,0.309197031
San Fernando,0,0,0,0,0,4.15282392,0,0,0,0,0,0,0,0
San Germ‹Ån,0.162046015,0.108030676,0.41051657,0.216061353,0.615774855,0.237667488,0.324092029,0.129636812,0.086424541,0.021606135,0.237667488,0.097227609,0.064818406,0.043212271
San Jos‹_,0.556694279,0.438803656,0.261131932,0.355634093,0.516915074,0.517056335,0.531054468,0.502837831,0.830454941,0.391189367,0.4971891,0.577830937,0.314595823,0.206095683
San Jos‹_ de Ocoa,0.223689911,0.146019803,0.200388879,0.320000845,0.22990352,0.10097114,0.327767856,0.40233116,0.15844702,0.253204552,0.178641248,0.274952182,0.094757532,0.146019803
San Juan,0.235121487,0.264883171,0.251545148,0.441447162,1.656247908,0.273723474,0.325593994,0.296250031,0.287888737,0.204072914,0.180556941,0.284258847,0.117912701,0.095119658
San Juan/Laventille,0.609496291,0.146730589,0.050791358,0.118513168,0.062078326,0.101582715,0.20316543,0.129800136,0.079008778,0.71672249,0.112869683,0.146730589,0.073365294,0.101582715
San Lorenzo,0.136756656,0.159549432,0.136756656,0.524233849,0.296306089,0.193738596,0.17094582,0.273513313,0.193738596,0.159549432,0.398873581,0.205134985,0.079774716,0.102567492
San Luis,0.046601295,0.049513876,0.550477794,1.936866313,1.520367242,1.10386817,2.2747257,5.624193761,0.640767803,4.397997193,1.10386817,0.498051338,1.211633664,0.527177147
San Luis Potos‹ç,0.181053831,0.134773674,0.140385855,0.23733831,0.256126915,0.376097446,0.230343418,0.31712888,0.28557053,0.322171709,0.62783222,0.284757171,0.409607858,0.125501375
San Marcos,0.12976731,0.23870241,0.03862639,0.058156587,0.108501096,0.052948535,0.026474267,0.600228061,0.310747138,0.215700178,0.171431731,0.328975322,0.228720309,0.190527924
San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Mart‹çn,0.364327681,0.442748469,0.323734903,0.54028687,0.805683051,0.362355909,0.833395015,0.420416012,0.964110618,0.746487036,0.511010347,1.373124646,0.633367352,0.520247669
San Miguel,0.240408745,0.634763442,0.635817866,0.860410247,0.310000751,0.91734916,0.307891902,0.242517594,0.512450221,0.34163348,0.413334334,0.448130337,0.301565356,0.274150324
San Pedro,1.021290388,1.425923851,2.091470174,3.189702921,2.661982012,1.006958984,3.978031767,1.410576035,0.847484002,1.32174166,1.880971329,2.870854598,1.481623207,1.115816668
San Pedro de Macor‹çs,0.567478783,0.591289082,0.551605251,0.599225848,0.595257465,0.353186096,0.452395673,1.202420079,0.555573634,0.523826569,0.380964777,0.619067763,0.630972913,0.968285476
San Salvador,0.709175889,0.137620622,0.349070666,0.114604973,0.198190305,0.081833416,0.13809389,0.136815243,0.148323067,0.062653709,0.118914183,0.107406359,0.063932356,0.053703179
San Sebasti‹Ån,0.270321683,0.380452739,0.300357425,0.43051231,0.470559966,0.43051231,0.210250198,0.420500395,0.200238284,0.200238284,0.340405082,0.200238284,0.590702936,0.280333597
San Vicente,1.73134223,0.946921822,0.449386627,0.918835158,1.139516091,0.565745665,0.441361866,0.680098512,0.981027057,0.461423769,0.924853729,0.369139015,0.674079941,0.481485672
San`a',0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanaag,0,0.016797294,0,0.18477023,0,0.067189174,0.016797294,0,0.083986468,0.033594587,0,0.167972936,0,0
S‹Ånchez Ram‹çrez,0.597576459,0.414210532,0.684347835,1.03143334,1.313031014,0.60903683,0.972494292,1.129665087,0.707268576,1.083823605,0.911918049,1.003601012,0.587753284,0.892271699
Sancti Sp‹çritus,0.184417829,0.253704754,0.115130905,0.301111597,0.305800186,0.531373406,0.13753194,0.279231515,0.361542298,0.259956205,0.917921511,0.24120185,0.145346255,0.108358498
Sandaun,0.052594864,0.06001799,0.056738004,0.056622917,0.039532463,0.120179839,0.099866943,0.137414152,0.155051269,0.111807243,0.131285757,0.232015854,0.169955066,0.291544723
Sandoyar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandys,0,0,0,0,0,0,0,0,0,0.985610093,0,0,0.985610093,0.985610093
Sangha,0.047579467,0.039954218,0.016956605,0.018070796,0.026357597,0.044393575,0.037621379,0.019863949,0.033721708,0.056405954,0.026966921,0.054473528,0.138211997,0.126721896
Sangha-Mba‹_r‹_,0.180465499,0.104685376,0.023574817,0.027751241,0.060558155,0.148977457,0.075780123,0.139195831,0.049072987,0.217943413,0.06176712,0.10550967,0.119632579,0.136063513
Sangre Grande,0.178205593,0.169066845,0.092529827,0.186201998,0.255884954,0.242176832,0.390681492,0.367834622,0.281016512,0.660274569,0.133654195,0.259311985,0.234180427,0.204479495
Sangui‹_,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sankt Gallen,0.051303831,0.013383608,0.006691804,0.246481449,0.094800557,0.117106571,0.081416949,0.093685257,0.083647551,0.078071047,0.079186348,0.044612027,0.042381426,0.021190713
Sanliurfa,0.56745214,0.298659021,0.089597706,0.238927217,0.089597706,0.298659021,0.119463608,0.388256727,0.447988531,0.268793119,0.14932951,0.328524923,0,0
Sanma,0.00239561,0.000239561,0.005509902,0.015811024,0.017487951,0.000479122,0.002635171,0.009582439,0.00503078,0.008624195,0.001676927,0.005989024,0.072826535,0.071868291
Sanmatenga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Ana,0.861641507,0.173553384,0.396110077,0.089839399,0.79528286,0.108215639,0.163344361,0.343023159,0.312396091,0.206222256,0.129654587,0.14905173,0.111278346,0.192950527
Santa B‹Årbara,0.425183701,0.818490344,0.19337186,0.506048297,0.324395944,0.238609155,1.052880477,0.216810873,0.541909987,0.597929229,0.668246269,0.351116419,0.477452701,0.404791759
Santa Catarina,0.292847601,0.339879502,0.369543579,0.339913145,0.398635737,0.401310298,0.258969829,0.338575864,0.270130654,0.306767092,0.273881768,0.358576197,0.291712174,0.34516975
Santa Cruz,0.450240137,0.133382975,0.141957055,0.15975602,0.51527965,0.159714598,0.176085987,0.276149932,0.902348416,0.357215935,0.233802819,0.630973059,0.14004431,0.142566207
Santa Fe,0.226345319,0.137268025,0.112501012,0.387372886,0.487448413,0.72134977,0.364033124,0.496935439,0.254218704,0.310301298,0.322307003,0.290823511,0.382839264,0.211569067
Santa Isabel,1.779495132,1.440543678,0.169475727,0,0.593165044,0.084737863,1.101592224,0.169475727,0.25421359,0.169475727,1.271067951,0.423689317,0.762640771,0.423689317
Santa Rita,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Rosa,0.370373529,0.331779985,0.524747706,0.356679045,0.319952931,0.53470733,0.677254453,0.417059268,0.354811616,0.370373529,0.203549822,0.450673,0.151261794,0.15561913
Santander,0.671031152,0.512805887,0.476528662,0.804096405,0.614079809,0.747242581,0.883769774,0.506223326,0.769867087,0.553325208,0.349704652,0.589992511,0.230145839,0.275394851
Santar‹_m,2.402374035,2.978991755,3.947014226,3.39497169,3.045524568,2.279498117,2.570803951,1.556628086,2.065514202,2.054725098,0.930859999,4.294663163,1.912069154,2.069709965
Santiago,0.340773484,0.234380526,0.195931586,0.732109958,0.970177369,0.539865257,0.468234355,0.748964288,0.391863172,0.311805105,0.459280492,0.709461952,0.199618471,0.216999498
Santiago de Cuba,1.758632358,0.432480804,0.215450242,0.697447728,0.303157982,0.169357587,0.153291004,0.321068271,0.383754283,0.165670174,0.441962722,0.436431604,0.165143401,0.038454444
Santiago del Estero,0.483783188,0.293041815,1.571550112,2.157563102,1.644958909,1.495527645,2.515791252,2.185649455,1.247794146,1.871867818,2.615350873,1.683104358,1.429705553,0.788720732
Santiago Rodr‹çguez,0.352131639,0.530025132,0.439859937,1.435332426,0.633593261,0.791991576,0.778588642,1.213574784,0.52271444,0.640903952,0.733506044,0.997909386,0.259529547,0.204699361
Santo Domingo,0.636506782,0.697126475,1.240538727,1.039194745,1.002389931,0.476297592,0.943935227,0.759911158,0.515267395,1.069504592,0.381038073,0.560732165,0.746921223,0.684136541
Saraburi,0.022665443,0.067996328,0.098661339,0.087995248,0.08932851,0.10932743,0.143992224,0.185323326,0.24931987,0.273318574,0.107994168,0.167990928,0.161324622,0.115993736
Saramacca,0.033035775,0.057362119,0.056761468,0.054959517,0.05225659,0.061866997,0.07237838,0.05976472,0.064269599,0.08559269,0.061566672,0.178693511,0.058263094,0.094602447
Sarangani,0.14531396,0.144842161,0.140124175,0.278832955,0.200042594,0.376967058,0.383572238,0.380741447,0.237314681,0.509070658,0.209006767,0.329787201,0.114647053,0.24769425
Saratov,0.053455856,0.063133209,0.050844507,0.090475572,0.059600207,0.136865424,0.09201166,0.08187348,0.135943771,0.133025204,0.608751599,0.061597121,0.035176411,0.012749529
Saravan,0.235268552,0.470401425,0.167971435,0.284791633,0.186152511,0.419928587,0.401611831,0.446114764,0.706212696,0.691287932,0.622905377,0.491296095,0.673513895,0.700107111
Sarawak,0.861277907,0.632207136,0.635516041,0.937760884,1.048209556,0.981094648,1.50892087,1.405081413,2.635744854,1.171799309,1.643107714,2.306109154,1.104916454,1.476063873
Sardegna,0.12242975,0.146667811,0.064038058,0.2058858,0.182887185,0.221998602,0.137440822,0.133997915,0.224339778,0.160577152,0.169941858,0.273091332,0.17462421,0.183024902
Sari Pul,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S‹_gou,0,0,0,0,31.84713376,0,0,0,0,0,0,0,0,0
Saskatchewan,0.60654539,1.2458049,0.771987882,0.655559678,0.842103199,2.024883961,0.878935487,1.844506683,1.269265985,2.002046841,1.948543675,1.251794964,0.502082634,0.683149944
S‹_no,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S‹_tif,0.099794224,0.167654297,0.455061663,0.095802455,0.211563756,0.215555525,0.055884766,0.407160435,1.285349609,0.019958845,0.42711928,0.335308594,0.183621373,0.151687221
Satu Mare,0.336047596,0.112398172,0.120426613,0.441564248,0.178919539,0.18580106,0.228237105,0.229384025,0.235118625,0.18350722,0.135336575,0.270673149,0.125014293,0.170891098
Satun,0.206673607,0.569318183,0.535033542,0.733981033,1.526390819,1.028056328,0.837317836,0.926168172,1.848956168,0.891883532,0.572215476,0.545656952,0.716597272,1.044474325
Satupa'itea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Savanes,20.7876205,0.430923259,0.493293731,0.343810782,0.968030958,0.796898755,1.475757525,0.654632224,0.152575699,0.548447785,0.392263876,0.198451501,0.905145028,0.517520278
Savannakh‹_t,0.181724814,0.391891434,0.276291826,0.31819768,0.328156295,0.433398943,0.659419679,0.641414502,1.220607575,0.936348856,0.949334891,0.986141933,1.088197824,1.060313701
Savanne,0.303194957,0.22340681,0.063830517,0.534580582,0.287237327,0.287237327,0.295216142,0.199470366,0.46277125,0.039894073,0.90958487,0.255322069,0.295216142,0.80586028
Savinjska,0.057318098,0.062712743,0.036413851,0.115984858,0.09508061,0.053946445,0.102498246,0.180046262,0.210391137,0.099126594,0.101823916,0.051249123,0.028321884,0.03573952
scani,0.104589601,0.146425441,0.02091792,0.104589601,0.062753761,0.04183584,0.292850882,0.062753761,0.083671681,0.062753761,0.083671681,0.146425441,0.04183584,0.04183584
Schaan,0.138234196,0,0,0.207351295,0,0.069117098,0.069117098,0.069117098,0.069117098,0.069117098,0.069117098,0.069117098,0.069117098,0
Schaffhausen,0.059262244,0.088893366,0.014815561,0.192602294,0.148155611,0.096301147,0.14074783,0.044446683,0.088893366,0.200010075,0.088893366,0.044446683,0.059262244,0.044446683
Schellenberg,0,0,0,0,0,0,0,0.431984103,0,0,0,0,0,0
Schleswig-Holstein,0.066299808,0.052548736,0.019644387,0.133090725,0.160101758,0.084961976,0.117866325,0.191041668,0.082015318,0.240643747,0.084470866,0.165503964,0.048128749,0.624691522
Schwyz,0.064418663,0.015549332,0.006664,0.328757313,0.099959994,0.117730659,0.10440266,0.088853328,0.211026654,0.084410661,0.079967995,0.035541331,0.042205331,0.024434665
Scotland,0.714816077,0.719917408,0.073874825,0.754115217,0.115756119,0.35419609,1.433662835,0.269425831,1.562644626,1.142572095,1.114357328,1.701829078,1.227342354,1.101824429
Selangor,1.981722268,1.313558728,0.669389528,1.49745695,1.445965448,0.848558939,1.688886242,1.124931695,2.528863264,1.726716734,0.654852811,1.370479607,0.62297712,1.698869289
Selenge,0.234561125,0.198481584,0.469916177,0.605060082,0.164607394,0.376056441,3.185320676,1.419804932,3.714516686,0.206156205,0.01834852,0.215418679,0.017113523,0.013408534
Sembabule,0.085435928,0.476430941,0.019097443,0.031158986,0.387979627,0.103528243,0.327671913,0.143733385,0.0633231,0.392000142,0.745805397,0.219118028,1.243344039,1.652431366
Semenawi Keyih Bahri,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Semnan,0.067891286,0,0.010444813,0.005222407,0,0.01566722,0,0.03133444,0.010444813,0.010444813,0,0.010444813,0,0
Seoul,0.04532845,0,0,0.011332112,0.011332112,0.033996337,0.056660562,0.04532845,0.022664225,0.04532845,0.101989012,0.22664225,0.04532845,0.011332112
Sergipe,1.744796136,1.551572571,2.000379036,0.69426727,1.782030986,2.696273072,1.504034875,2.485516592,1.074749593,1.842944308,1.504396378,0.675288342,0.445733686,0.25124486
Serravalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SetÎàbal,1.467865061,1.692696506,2.280617811,1.32831451,2.389157129,1.820617845,2.101011083,2.595898687,2.436966114,3.63865142,0.705505566,1.405842594,1.681067293,1.664269541
Sevastopol',0.039330593,0,0.007866119,0.003933059,0.015732237,0.015732237,0.027531415,0.062928949,0.153389314,0.055062831,0.015732237,0.015732237,0.070795068,0.015732237
Severno-Backi,0.591305242,0.694140936,0.231380312,0.282798159,0.514178471,0.334216006,0.128544618,0.257089236,0.642723089,0.385633854,0.334216006,0.694140936,0.35992493,0.925521248
Severno-Banatski,0.454742365,0.502609982,0.047867617,0.574411408,0.813749494,0.574411408,0.813749494,0.957352346,1.148822816,1.388160902,0.191470469,0.861617112,0.35900713,1.100955198
Sfax,0,0,0,0,0,0,0,0,0,0,0,0,0,0
